"Country Name","Country Code","Indicator Name","Indicator Code","2014",
"Rest of Central America","XCA","Labor volume for unskilled females (millions)","v_F_nsk","16181.8532105138",
"Rest of Central America","XCA","Labor volume for unskilled male (millions)","v_M_nsk","83398.6989228814",
"Rest of Central America","XCA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.40137742110903",
"Rest of Central America","XCA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03753274681714",
"Rest of Central America","XCA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.2830916048038",
"Rest of Central America","XCA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.27799822727",
"Rest of Central America","XCA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","419.662910265",
"Rest of Central America","XCA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","700.185311521",
"Rest of Central America","XCA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","120.27653888531",
"Rest of Central America","XCA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","103.203436110488",
"Rest of East Asia","XEA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","1774706.21930295",
"Rest of East Asia","XEA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1741208.66519073",
"Rest of East Asia","XEA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","1008804.92949523",
"Rest of East Asia","XEA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","1094265.12294234",
"Rest of East Asia","XEA","Labor volume for skilled females (millions)","v_F_skl","2132215.92588101",
"Rest of East Asia","XEA","Labor volume for skilled males (millions)","v_M_skl","3719047.49354673",
"Rest of East Asia","XEA","Labor volume for unskilled females (millions)","v_F_nsk","1571898.10789685",
"Rest of East Asia","XEA","Labor volume for unskilled male (millions)","v_M_nsk","8881383.47267542",
"Rest of East Asia","XEA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.33443677268566",
"Rest of East Asia","XEA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03335204554478",
"Rest of East Asia","XEA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3551707552031",
"Rest of East Asia","XEA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2770404265665",
"Rest of East Asia","XEA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","36886.117549072",
"Rest of East Asia","XEA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","31377.745271313",
"Rest of East Asia","XEA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","113.783435389877",
"Rest of East Asia","XEA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","102.346500589841",
"Rest of Eastern Africa","XEC","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","66005.0551143405",
"Rest of Eastern Africa","XEC","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","72977.1895197303",
"Rest of Eastern Africa","XEC","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","34570.8228133381",
"Rest of Eastern Africa","XEC","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","51013.5624765812",
"Rest of Eastern Africa","XEC","Labor volume for skilled females (millions)","v_F_skl","756474.39368223",
"Rest of Eastern Africa","XEC","Labor volume for skilled males (millions)","v_M_skl","4704450.44273061",
"Rest of Eastern Africa","XEC","Labor volume for unskilled females (millions)","v_F_nsk","6790256.42246759",
"Rest of Eastern Africa","XEC","Labor volume for unskilled male (millions)","v_M_nsk","11145246.7411196",
"Rest of Eastern Africa","XEC","Share of female skilled worker out of all workers in this sector, %","p_F_skl","2.43336656106331",
"Rest of Eastern Africa","XEC","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","13.7825272918364",
"Rest of Eastern Africa","XEC","Share of male skilled worker out of all workers in this sector, %","p_M_skl","17.1726930830803",
"Rest of Eastern Africa","XEC","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","31.61141306402",
"Rest of Eastern Africa","XEC","Value-added from Capital in GTAP10P3COD","gtap10VACapital","31198.442138652",
"Rest of Eastern Africa","XEC","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","35014.052669889",
"Rest of Eastern Africa","XEC","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","122.081431754796",
"Rest of Eastern Africa","XEC","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","94.6952504574996",
"Rest of Eastern Europe","XEE","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","225676.556196549",
"Rest of Eastern Europe","XEE","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","297613.481449256",
"Rest of Eastern Europe","XEE","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","151191.730637576",
"Rest of Eastern Europe","XEE","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","207762.620387603",
"Rest of Eastern Europe","XEE","Labor volume for skilled females (millions)","v_F_skl","196179.52508698",
"Rest of Eastern Europe","XEE","Labor volume for skilled males (millions)","v_M_skl","275650.787842625",
"Rest of Eastern Europe","XEE","Labor volume for unskilled females (millions)","v_F_nsk","120670.503273831",
"Rest of Eastern Europe","XEE","Labor volume for unskilled male (millions)","v_M_nsk","644458.183796563",
"Rest of Eastern Europe","XEE","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.37944649021047",
"Rest of Eastern Europe","XEE","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.05544093136383",
"Rest of Eastern Europe","XEE","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.2381391717968",
"Rest of Eastern Europe","XEE","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.3269734066289",
"Rest of Eastern Europe","XEE","Value-added from Capital in GTAP10P3COD","gtap10VACapital","2254.148874666",
"Rest of Eastern Europe","XEE","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","3235.590324187",
"Rest of Eastern Europe","XEE","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604126",
"Rest of Eastern Europe","XEE","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Rest of EFTA","XEF","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","9802362.59049551",
"Rest of EFTA","XEF","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","14028499.8611078",
"Rest of EFTA","XEF","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","6594060.98090256",
"Rest of EFTA","XEF","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","10022121.9095369",
"Rest of EFTA","XEF","Labor volume for skilled females (millions)","v_F_skl","40745.6996767345",
"Rest of EFTA","XEF","Labor volume for skilled males (millions)","v_M_skl","55929.3882911644",
"Rest of EFTA","XEF","Labor volume for unskilled females (millions)","v_F_nsk","16167.8259065371",
"Rest of EFTA","XEF","Labor volume for unskilled male (millions)","v_M_nsk","85939.086125564",
"Rest of EFTA","XEF","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.30475303134206",
"Rest of EFTA","XEF","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.01512657193752",
"Rest of EFTA","XEF","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.4058146550611",
"Rest of EFTA","XEF","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2743057416593",
"Rest of EFTA","XEF","Value-added from Capital in GTAP10P3COD","gtap10VACapital","10815.881637895",
"Rest of EFTA","XEF","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","8158.973427534",
"Rest of EFTA","XEF","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604125",
"Rest of EFTA","XEF","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Rest of Europe","XER","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","924779.227563144",
"Rest of Europe","XER","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1227693.03411306",
"Rest of Europe","XER","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","599505.389418657",
"Rest of Europe","XER","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","884250.537598938",
"Rest of Europe","XER","Labor volume for skilled females (millions)","v_F_skl","808878.402696408",
"Rest of Europe","XER","Labor volume for skilled males (millions)","v_M_skl","743154.773670524",
"Rest of Europe","XER","Labor volume for unskilled females (millions)","v_F_nsk","1683079.65774453",
"Rest of Europe","XER","Labor volume for unskilled male (millions)","v_M_nsk","2525011.16588854",
"Rest of Europe","XER","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.33425528482756",
"Rest of Europe","XER","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","19.6720954734745",
"Rest of Europe","XER","Share of male skilled worker out of all workers in this sector, %","p_M_skl","5.98656095656709",
"Rest of Europe","XER","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","34.0070882851309",
"Rest of Europe","XER","Value-added from Capital in GTAP10P3COD","gtap10VACapital","54138.412247788",
"Rest of Europe","XER","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","25683.372740341",
"Rest of Europe","XER","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","100.692853282821",
"Rest of Europe","XER","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","90.9437783598072",
"Rest of Former Soviet Union","XSU","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","254044.896060419",
"Rest of Former Soviet Union","XSU","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","335195.472915793",
"Rest of Former Soviet Union","XSU","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","169997.187397821",
"Rest of Former Soviet Union","XSU","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","234111.573521302",
"Rest of Former Soviet Union","XSU","Labor volume for skilled females (millions)","v_F_skl","1775511.63761683",
"Rest of Former Soviet Union","XSU","Labor volume for skilled males (millions)","v_M_skl","3290086.1974145",
"Rest of Former Soviet Union","XSU","Labor volume for unskilled females (millions)","v_F_nsk","1410673.85354279",
"Rest of Former Soviet Union","XSU","Labor volume for unskilled male (millions)","v_M_nsk","10368135.3114259",
"Rest of Former Soviet Union","XSU","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.33141508192906",
"Rest of Former Soviet Union","XSU","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03481680746573",
"Rest of Former Soviet Union","XSU","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3383840097949",
"Rest of Former Soviet Union","XSU","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2953841008103",
"Rest of Former Soviet Union","XSU","Value-added from Capital in GTAP10P3COD","gtap10VACapital","43907.80023777",
"Rest of Former Soviet Union","XSU","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","42064.36261774",
"Rest of Former Soviet Union","XSU","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604126",
"Rest of Former Soviet Union","XSU","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Rest of North Africa","XNF","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","195757.997783402",
"Rest of North Africa","XNF","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","235916.042711694",
"Rest of North Africa","XNF","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","122642.971678753",
"Rest of North Africa","XNF","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","186011.562995165",
"Rest of North Africa","XNF","Labor volume for skilled females (millions)","v_F_skl","2668593.77496899",
"Rest of North Africa","XNF","Labor volume for skilled males (millions)","v_M_skl","3515312.87610505",
"Rest of North Africa","XNF","Labor volume for unskilled females (millions)","v_F_nsk","1195453.5341413",
"Rest of North Africa","XNF","Labor volume for unskilled male (millions)","v_M_nsk","6593597.81478467",
"Rest of North Africa","XNF","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.31666538968807",
"Rest of North Africa","XNF","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.021831080119",
"Rest of North Africa","XNF","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3909130143936",
"Rest of North Africa","XNF","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2705905157993",
"Rest of North Africa","XNF","Value-added from Capital in GTAP10P3COD","gtap10VACapital","115709.227979977",
"Rest of North Africa","XNF","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","86684.430196824",
"Rest of North Africa","XNF","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","103.843951495325",
"Rest of North Africa","XNF","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","81.9522294545027",
"Rest of North America","XNA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","253181.758899361",
"Rest of North America","XNA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","334399.741484996",
"Rest of North America","XNA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","169436.874716582",
"Rest of North America","XNA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","233546.719127322",
"Rest of North America","XNA","Labor volume for skilled females (millions)","v_F_skl","8892.20053850046",
"Rest of North America","XNA","Labor volume for skilled males (millions)","v_M_skl","11206.5560769581",
"Rest of North America","XNA","Labor volume for unskilled females (millions)","v_F_nsk","3364.93823314403",
"Rest of North America","XNA","Labor volume for unskilled male (millions)","v_M_nsk","16509.3051513974",
"Rest of North America","XNA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.36611821817983",
"Rest of North America","XNA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.04195463962668",
"Rest of North America","XNA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.286837812343",
"Rest of North America","XNA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.3050893298505",
"Rest of North America","XNA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","2014.721116662",
"Rest of North America","XNA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","3926.647639766",
"Rest of North America","XNA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","97.4398928604126",
"Rest of North America","XNA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","92.7384416601325",
"Rest of Oceania","XOC","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","773097.220185538",
"Rest of Oceania","XOC","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1066556.03311728",
"Rest of Oceania","XOC","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","463060.536911273",
"Rest of Oceania","XOC","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","602470.715300287",
"Rest of Oceania","XOC","Labor volume for skilled females (millions)","v_F_skl","509160.095941223",
"Rest of Oceania","XOC","Labor volume for skilled males (millions)","v_M_skl","819502.953000724",
"Rest of Oceania","XOC","Labor volume for unskilled females (millions)","v_F_nsk","689276.700044533",
"Rest of Oceania","XOC","Labor volume for unskilled male (millions)","v_M_nsk","1439774.25101352",
"Rest of Oceania","XOC","Share of female skilled worker out of all workers in this sector, %","p_F_skl","5.1370390271226",
"Rest of Oceania","XOC","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","14.4824989474505",
"Rest of Oceania","XOC","Share of male skilled worker out of all workers in this sector, %","p_M_skl","15.5323152998973",
"Rest of Oceania","XOC","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","29.8481467255296",
"Rest of Oceania","XOC","Value-added from Capital in GTAP10P3COD","gtap10VACapital","19717.592763242",
"Rest of Oceania","XOC","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","19000.779295221",
"Rest of Oceania","XOC","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","108.545668315165",
"Rest of Oceania","XOC","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","112.792709985464",
"Rest of South African Customs Union","XSC","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","181887.577251174",
"Rest of South African Customs Union","XSC","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","301578.284397025",
"Rest of South African Customs Union","XSC","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","125686.414493207",
"Rest of South African Customs Union","XSC","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","156566.383570642",
"Rest of South African Customs Union","XSC","Labor volume for skilled females (millions)","v_F_skl","444308.625350157",
"Rest of South African Customs Union","XSC","Labor volume for skilled males (millions)","v_M_skl","430030.26548559",
"Rest of South African Customs Union","XSC","Labor volume for unskilled females (millions)","v_F_nsk","199234.330731412",
"Rest of South African Customs Union","XSC","Labor volume for unskilled male (millions)","v_M_nsk","251992.778432842",
"Rest of South African Customs Union","XSC","Share of female skilled worker out of all workers in this sector, %","p_F_skl","17.5534117161317",
"Rest of South African Customs Union","XSC","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","8.85520666077011",
"Rest of South African Customs Union","XSC","Share of male skilled worker out of all workers in this sector, %","p_M_skl","24.1359933627457",
"Rest of South African Customs Union","XSC","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","14.4553882603525",
"Rest of South African Customs Union","XSC","Value-added from Capital in GTAP10P3COD","gtap10VACapital","3439.510533825",
"Rest of South African Customs Union","XSC","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","1994.726494048",
"Rest of South African Customs Union","XSC","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","93.4956970347246",
"Rest of South African Customs Union","XSC","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","124.309230117854",
"Rest of South America","XSM","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","412378.754499275",
"Rest of South America","XSM","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","427581.912953425",
"Rest of South America","XSM","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","223003.665619661",
"Rest of South America","XSM","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","267432.56052022",
"Rest of South America","XSM","Labor volume for skilled females (millions)","v_F_skl","85809.9830249544",
"Rest of South America","XSM","Labor volume for skilled males (millions)","v_M_skl","125819.678132225",
"Rest of South America","XSM","Labor volume for unskilled females (millions)","v_F_nsk","44039.3178162908",
"Rest of South America","XSM","Labor volume for unskilled male (millions)","v_M_nsk","255162.021026529",
"Rest of South America","XSM","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.31988831048796",
"Rest of South America","XSM","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.02305940006661",
"Rest of South America","XSM","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3857025144343",
"Rest of South America","XSM","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.2713497750111",
"Rest of South America","XSM","Value-added from Capital in GTAP10P3COD","gtap10VACapital","5765.710512587",
"Rest of South America","XSM","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","5108.640530013",
"Rest of South America","XSM","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","120.27653888531",
"Rest of South America","XSM","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","103.203436110488",
"Rest of South Asia","XSA","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","930591.342166635",
"Rest of South Asia","XSA","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","1114641.69078126",
"Rest of South Asia","XSA","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","610273.87667145",
"Rest of South Asia","XSA","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","837078.133074235",
"Rest of South Asia","XSA","Labor volume for skilled females (millions)","v_F_skl","989271.256968512",
"Rest of South Asia","XSA","Labor volume for skilled males (millions)","v_M_skl","5997039.96524743",
"Rest of South Asia","XSA","Labor volume for unskilled females (millions)","v_F_nsk","888524.734560524",
"Rest of South Asia","XSA","Labor volume for unskilled male (millions)","v_M_nsk","4306285.04322354",
"Rest of South Asia","XSA","Share of female skilled worker out of all workers in this sector, %","p_F_skl","4.56825515547321",
"Rest of South Asia","XSA","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","9.70036786250087",
"Rest of South Asia","XSA","Share of male skilled worker out of all workers in this sector, %","p_M_skl","23.9754916838371",
"Rest of South Asia","XSA","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","26.7558852981888",
"Rest of South Asia","XSA","Value-added from Capital in GTAP10P3COD","gtap10VACapital","10045.330346893",
"Rest of South Asia","XSA","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","8133.512814804",
"Rest of South Asia","XSA","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","100.657150953953",
"Rest of South Asia","XSA","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","91.3582908643691",
"Rest of Southeast Asia","XSE","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","734510.690383267",
"Rest of Southeast Asia","XSE","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","723508.469916642",
"Rest of Southeast Asia","XSE","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","422353.387762104",
"Rest of Southeast Asia","XSE","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","455471.877498362",
"Rest of Southeast Asia","XSE","Labor volume for skilled females (millions)","v_F_skl","2641070.73484394",
"Rest of Southeast Asia","XSE","Labor volume for skilled males (millions)","v_M_skl","4550757.10468358",
"Rest of Southeast Asia","XSE","Labor volume for unskilled females (millions)","v_F_nsk","2711485.04850653",
"Rest of Southeast Asia","XSE","Labor volume for unskilled male (millions)","v_M_nsk","14920124.111966",
"Rest of Southeast Asia","XSE","Share of female skilled worker out of all workers in this sector, %","p_F_skl","6.31973150001664",
"Rest of Southeast Asia","XSE","Share of female unskilled worker out of all workers in this sector, %","p_F_nsk","6.03317286990286",
"Rest of Southeast Asia","XSE","Share of male skilled worker out of all workers in this sector, %","p_M_skl","13.3703100819815",
"Rest of Southeast Asia","XSE","Share of male unskilled worker out of all workers in this sector, %","p_M_nsk","39.276785548099",
"Rest of Southeast Asia","XSE","Value-added from Capital in GTAP10P3COD","gtap10VACapital","31010.933734787",
"Rest of Southeast Asia","XSE","Value-added from labor in GTAP10P3COD (in USD 2014 million)","gtap10VALabor","24803.753348725",
"Rest of Southeast Asia","XSE","Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage)","wpremia_F","113.783435389877",
"Rest of Southeast Asia","XSE","Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage)","wpremia_M","102.346500589841",
"Rest of the World","XTW","Annual wage for skilled female workers (US$ Dollars)","w_F_skl","373274.341813512",
"Rest of the World","XTW","Annual wage for skilled male workers (US$ Dollars)","w_M_skl","328218.981127498",
"Rest of the World","XTW","Annual wage for unskilled female workers (US$ Dollars)","w_F_nsk","184581.049425423",
"Rest of the World","XTW","Annual wage for unskilled male workers (US$ Dollars)","w_M_nsk","238893.503272456",
"Rest of the World","XTW","Labor volume for skilled females (millions)","v_F_skl","2238.72529420457",
"Rest of the World","XTW","Labor volume for skilled males (millions)","v_M_skl","3339.50164574292",
"Rest of the World","XTW","Labor volume for unskilled females (millions)","v_F_nsk","1123.73739638812",
